id,customer_id,status,amount,created_at
1252,51,pending,198,2021-01-08 04:34:29
1253,55,delivered,95,2021-01-09 17:49:19
1254,15,paid,159,2021-01-01 12:09:46
1255,40,pending,114,2021-01-04 03:54:25
1256,76,delivered,59,2021-01-02 05:26:33
1257,33,pending,141,2021-01-04 13:20:09
1258,61,delivered,71,2021-01-02 07:29:57
1259,76,delivered,99,2021-01-08 13:51:48
1260,56,delivered,191,2021-01-06 07:18:08
1261,86,pending,105,2021-01-03 07:36:23
1262,13,delivered,137,2021-01-01 07:18:22
1263,88,delivered,96,2021-01-05 16:09:27
1264,62,pending,119,2021-01-05 15:54:09
1265,21,delivered,189,2021-01-07 20:00:35
1266,17,paid,62,2021-01-07 22:16:13
1267,28,paid,80,2021-01-03 02:33:52
1268,75,paid,153,2021-01-01 02:00:27
1269,91,paid,123,2021-01-02 23:11:39
1270,51,paid,200,2021-01-07 09:03:16
1271,45,pending,130,2021-01-02 21:54:57
1272,28,delivered,187,2021-01-09 13:47:03
1273,19,paid,187,2021-01-08 16:57:22
1274,48,paid,82,2021-01-06 21:28:50
1275,51,delivered,179,2021-01-05 21:41:05
1276,37,pending,109,2021-01-10 22:21:25
1277,76,paid,76,2021-01-07 00:27:45
1278,12,pending,183,2021-01-03 05:45:24
1279,21,paid,174,2021-01-04 16:33:38
1280,98,paid,172,2021-01-05 08:07:37
1281,54,delivered,89,2021-01-06 06:36:08
1282,31,delivered,109,2021-01-07 19:05:40
1283,61,paid,116,2021-01-05 03:13:33
1284,4,delivered,59,2021-01-02 09:11:13
1285,84,paid,56,2021-01-03 17:21:49
1286,52,delivered,83,2021-01-04 15:10:44
1287,6,delivered,90,2021-01-04 10:42:58
1288,48,pending,124,2021-01-04 06:01:55
1289,88,pending,193,2021-01-09 22:46:52
1290,85,paid,81,2021-01-05 01:18:14
1291,71,delivered,90,2021-01-09 20:47:01
1292,90,delivered,190,2021-01-09 14:50:24
1293,70,pending,96,2021-01-02 16:14:29
1294,26,paid,145,2021-01-09 11:40:12
1295,39,delivered,104,2021-01-10 14:47:20
1296,17,pending,177,2021-01-09 13:01:43
1297,93,delivered,97,2021-01-03 14:46:26
1298,84,pending,124,2021-01-02 14:33:19
1299,38,pending,133,2021-01-01 12:07:18
1300,92,delivered,97,2021-01-05 15:12:13
1301,67,delivered,79,2021-01-10 18:39:23
1302,79,pending,122,2021-01-05 14:01:32
1303,84,pending,55,2021-01-04 21:29:41
1304,73,paid,56,2021-01-03 13:09:04
1305,63,paid,88,2021-01-03 08:23:10
1306,87,pending,188,2021-01-06 04:20:47
1307,60,paid,51,2021-01-02 17:50:13
1308,17,pending,183,2021-01-02 22:16:01
1309,49,delivered,144,2021-01-07 19:54:09
1310,77,pending,121,2021-01-03 03:05:12
1311,8,pending,125,2021-01-01 22:46:52
1312,80,pending,85,2021-01-05 20:55:50
1313,92,delivered,187,2021-01-06 17:57:33
1314,43,pending,77,2021-01-06 02:22:28
1315,32,paid,151,2021-01-08 14:30:06
1316,33,delivered,96,2021-01-03 09:09:01
1317,20,pending,171,2021-01-03 23:37:17
1318,38,delivered,163,2021-01-09 15:38:24
1319,27,pending,198,2021-01-05 18:33:20
1320,38,delivered,180,2021-01-08 19:41:05
1321,81,delivered,158,2021-01-09 06:36:15
1322,25,paid,190,2021-01-05 21:37:06
1323,44,delivered,91,2021-01-04 20:33:48
1324,31,pending,65,2021-01-01 11:45:42
1325,87,pending,196,2021-01-07 11:35:45
1326,99,paid,77,2021-01-08 00:27:39
1327,49,delivered,137,2021-01-02 06:23:56
1328,29,pending,95,2021-01-05 09:50:37
1329,56,paid,108,2021-01-07 06:02:13
1330,89,pending,77,2021-01-03 11:44:46
1331,76,delivered,133,2021-01-02 13:05:57
1332,92,pending,58,2021-01-06 08:06:52
1333,75,paid,76,2021-01-08 00:36:00
1334,75,pending,198,2021-01-07 23:41:17
1335,38,paid,86,2021-01-10 17:50:13
1336,1,delivered,52,2021-01-06 23:16:33
1337,61,paid,119,2021-01-08 17:59:43
1338,80,paid,85,2021-01-05 13:41:37
1339,3,delivered,166,2021-01-02 00:39:56
1340,96,pending,199,2021-01-05 12:25:53
1341,50,paid,154,2021-01-02 17:22:46
1342,41,paid,81,2021-01-05 12:38:17
1343,72,delivered,142,2021-01-10 00:08:36
1344,79,paid,133,2021-01-02 19:41:36
1345,14,delivered,89,2021-01-09 09:24:04
1346,80,pending,162,2021-01-07 05:35:19
1347,65,pending,156,2021-01-04 00:12:57
1348,10,pending,134,2021-01-09 16:11:37
1349,88,delivered,195,2021-01-06 07:35:27
1350,96,delivered,178,2021-01-10 04:31:04
1351,78,pending,82,2021-01-05 01:32:31
1352,60,paid,78,2021-01-03 12:06:50
1353,4,pending,199,2021-01-08 03:05:52
1354,87,paid,55,2021-01-09 01:54:23
1355,2,delivered,194,2021-01-02 08:15:20
1356,17,pending,160,2021-01-08 22:08:28
1357,13,delivered,138,2021-01-09 04:15:50
1358,7,pending,101,2021-01-02 14:09:01
1359,14,delivered,186,2021-01-05 02:17:20
1360,13,paid,192,2021-01-03 05:05:24
1361,54,delivered,115,2021-01-02 17:26:23
1362,90,pending,85,2021-01-10 09:30:41
1363,89,paid,167,2021-01-01 04:36:08
1364,1,pending,196,2021-01-03 09:22:51
1365,1,pending,108,2021-01-04 07:50:28
1366,62,paid,186,2021-01-04 18:13:09
1367,28,paid,136,2021-01-08 20:47:02
1368,41,paid,97,2021-01-01 06:03:47
1369,40,delivered,182,2021-01-01 15:06:34
1370,28,paid,116,2021-01-05 15:41:20
1371,88,pending,133,2021-01-10 04:44:27
1372,81,delivered,161,2021-01-06 08:02:02
1373,98,pending,181,2021-01-07 12:05:55
1374,36,pending,118,2021-01-02 19:41:54
1375,84,delivered,90,2021-01-10 05:06:47
1376,58,paid,112,2021-01-05 04:04:21
1377,67,paid,175,2021-01-01 04:24:39
1378,38,delivered,154,2021-01-05 21:37:05
1379,60,delivered,194,2021-01-01 04:53:46
1380,99,pending,56,2021-01-09 10:03:00
1381,3,paid,102,2021-01-10 03:16:18
1382,78,pending,50,2021-01-06 11:44:47
1383,55,pending,160,2021-01-08 07:53:30
1384,97,delivered,62,2021-01-03 11:01:41
1385,29,pending,110,2021-01-04 19:43:33
1386,96,paid,114,2021-01-05 22:17:53
1387,33,delivered,184,2021-01-06 02:43:31
1388,54,pending,73,2021-01-09 02:43:50
1389,36,pending,196,2021-01-06 09:29:46
1390,43,delivered,134,2021-01-05 16:19:14
1391,26,pending,82,2021-01-09 04:20:39
1392,44,pending,73,2021-01-07 03:14:12
1393,49,pending,142,2021-01-04 17:58:35
1394,10,pending,110,2021-01-06 21:50:17
1395,43,delivered,61,2021-01-07 18:23:00
1396,74,paid,166,2021-01-08 18:31:21
1397,18,pending,200,2021-01-01 21:45:12
1398,20,paid,186,2021-01-01 01:08:56
1399,75,delivered,195,2021-01-04 23:58:21
1400,84,pending,136,2021-01-05 12:32:40
1401,85,paid,80,2021-01-05 09:20:04
1402,33,delivered,194,2021-01-07 09:35:08
1403,40,pending,179,2021-01-08 08:39:09
1404,40,pending,193,2021-01-03 17:20:08
1405,86,pending,116,2021-01-09 22:33:04
1406,98,paid,197,2021-01-09 17:59:48
1407,59,pending,146,2021-01-06 23:18:46
1408,65,pending,143,2021-01-04 18:34:22
1409,65,pending,60,2021-01-08 18:23:51
1410,50,pending,141,2021-01-07 10:23:37
1411,17,paid,81,2021-01-10 19:51:41
1412,70,pending,65,2021-01-10 00:45:55
1413,70,pending,139,2021-01-03 05:59:05
1414,42,paid,180,2021-01-04 06:40:23
1415,95,pending,104,2021-01-10 00:14:47
1416,61,delivered,60,2021-01-02 05:38:40
1417,70,delivered,125,2021-01-09 05:44:13
1418,47,pending,110,2021-01-07 15:12:03
1419,98,pending,133,2021-01-02 01:02:24
1420,100,delivered,109,2021-01-04 22:00:56
1421,28,paid,88,2021-01-06 22:33:21
1422,58,pending,134,2021-01-07 12:32:40
1423,67,paid,170,2021-01-09 09:33:12
1424,41,paid,122,2021-01-06 08:27:12
1425,14,pending,109,2021-01-02 03:22:50
1426,68,paid,135,2021-01-06 17:03:19
1427,12,paid,93,2021-01-03 01:43:22
1428,47,paid,168,2021-01-02 22:09:24
1429,2,delivered,159,2021-01-02 19:18:34
1430,21,pending,93,2021-01-07 22:49:56
1431,86,pending,110,2021-01-04 21:33:36
1432,100,paid,97,2021-01-03 06:50:15
1433,95,pending,195,2021-01-01 13:36:05
1434,25,pending,54,2021-01-04 21:12:25
1435,64,delivered,179,2021-01-05 03:50:04
1436,93,delivered,192,2021-01-09 13:03:13
1437,1,paid,195,2021-01-06 15:37:37
1438,6,delivered,174,2021-01-06 10:44:34
1439,26,delivered,50,2021-01-04 02:54:23
1440,32,delivered,193,2021-01-08 04:50:46
1441,97,delivered,161,2021-01-07 05:05:14
1442,32,delivered,197,2021-01-08 07:29:46
1443,54,paid,103,2021-01-07 10:09:48
1444,24,pending,182,2021-01-06 05:18:24
1445,82,paid,175,2021-01-08 18:55:11
1446,15,paid,186,2021-01-09 16:05:01
1447,33,delivered,84,2021-01-04 11:45:02
1448,14,delivered,144,2021-01-05 08:55:23
1449,57,pending,135,2021-01-09 08:39:07
1450,77,pending,148,2021-01-01 18:01:25
1451,90,delivered,137,2021-01-01 09:04:19
1452,9,delivered,51,2021-01-01 08:08:22
1453,30,paid,55,2021-01-02 22:43:40
1454,45,delivered,104,2021-01-01 09:27:52
1455,77,delivered,67,2021-01-02 02:58:46
1456,54,pending,89,2021-01-01 14:29:51
1457,80,pending,58,2021-01-06 09:11:54
1458,10,paid,193,2021-01-04 19:33:37
1459,8,paid,78,2021-01-09 23:05:13
1460,70,paid,172,2021-01-04 16:02:57
1461,52,paid,178,2021-01-10 17:21:19
1462,67,pending,178,2021-01-02 05:13:30
1463,8,paid,141,2021-01-01 17:34:40
1464,7,pending,114,2021-01-04 07:59:02
1465,48,delivered,54,2021-01-03 22:09:28
1466,44,delivered,146,2021-01-02 18:35:48
1467,15,pending,181,2021-01-10 21:32:46
1468,99,pending,50,2021-01-05 09:01:11
1469,14,paid,128,2021-01-07 03:11:37
1470,28,pending,101,2021-01-09 01:17:17
1471,17,pending,52,2021-01-01 15:09:48
1472,22,pending,152,2021-01-09 00:10:15
1473,78,delivered,77,2021-01-04 01:48:32
1474,42,delivered,149,2021-01-08 16:23:13
1475,45,delivered,143,2021-01-06 13:36:27
1476,75,pending,146,2021-01-02 03:31:08
1477,36,pending,57,2021-01-03 09:53:19
1478,9,delivered,83,2021-01-08 14:45:32
1479,69,pending,67,2021-01-06 04:00:42
1480,22,paid,196,2021-01-04 16:00:28
1481,82,delivered,124,2021-01-08 02:31:16
1482,82,paid,114,2021-01-08 14:11:43
1483,43,pending,120,2021-01-02 01:22:35
1484,70,pending,176,2021-01-01 06:42:59
1485,96,paid,172,2021-01-01 20:17:08
1486,4,delivered,191,2021-01-10 06:41:46
1487,56,paid,120,2021-01-10 19:42:08
1488,25,pending,120,2021-01-04 03:24:25
1489,93,paid,74,2021-01-01 08:35:00
1490,1,delivered,116,2021-01-01 15:51:41
1491,15,pending,106,2021-01-10 03:21:23
1492,51,pending,162,2021-01-02 17:36:49
1493,80,pending,96,2021-01-09 23:21:12
1494,67,pending,142,2021-01-06 01:52:31
1495,5,paid,128,2021-01-05 04:10:52
1496,14,pending,83,2021-01-07 21:36:57
1497,49,paid,173,2021-01-09 12:38:52
1498,36,pending,170,2021-01-04 18:34:07
1499,60,pending,147,2021-01-07 04:42:47
1500,15,pending,57,2021-01-09 00:09:27
1501,94,paid,189,2021-01-08 23:24:57
1502,76,paid,133,2021-01-10 09:51:38
1503,7,delivered,171,2021-01-06 07:26:36
1504,17,paid,168,2021-01-03 20:19:51
1505,49,paid,57,2021-01-03 09:07:02
1506,20,pending,65,2021-01-07 01:08:30
1507,7,pending,53,2021-01-08 02:50:43
1508,97,paid,105,2021-01-02 07:22:13
1509,78,paid,197,2021-01-08 14:52:20
1510,62,pending,161,2021-01-05 23:15:39
1511,7,paid,141,2021-01-03 23:59:38
1512,36,pending,59,2021-01-06 20:34:24
1513,48,delivered,133,2021-01-05 19:26:39
1514,13,paid,64,2021-01-10 20:18:09
1515,36,pending,68,2021-01-02 04:51:28
1516,11,delivered,131,2021-01-01 07:37:40
1517,29,paid,62,2021-01-05 03:25:46
1518,68,pending,121,2021-01-05 16:40:52
1519,28,delivered,130,2021-01-01 23:31:16
1520,35,delivered,139,2021-01-08 21:49:23
1521,3,pending,93,2021-01-06 15:54:28
1522,32,paid,145,2021-01-10 21:29:03
1523,30,delivered,162,2021-01-08 02:46:38
1524,67,pending,61,2021-01-06 05:08:13
1525,47,pending,107,2021-01-09 03:14:27
1526,23,pending,84,2021-01-06 13:15:07
1527,27,pending,158,2021-01-06 18:24:20
1528,80,paid,128,2021-01-05 19:37:30
1529,13,delivered,53,2021-01-06 09:48:59
1530,45,delivered,90,2021-01-09 10:29:54
1531,26,paid,145,2021-01-05 13:44:51
1532,90,delivered,189,2021-01-07 10:02:07
1533,77,delivered,97,2021-01-09 15:26:43
1534,4,paid,138,2021-01-03 04:55:54
1535,1,delivered,165,2021-01-04 23:16:57
1536,7,delivered,185,2021-01-10 18:20:59
1537,4,pending,152,2021-01-05 05:32:24
1538,2,pending,147,2021-01-09 01:17:18
1539,55,pending,92,2021-01-07 07:10:37
1540,1,paid,154,2021-01-01 19:35:28
1541,66,delivered,69,2021-01-10 14:34:11
1542,90,pending,104,2021-01-07 08:31:16
1543,39,delivered,138,2021-01-02 06:46:40
1544,92,paid,73,2021-01-03 23:43:00
1545,50,paid,193,2021-01-04 02:23:52
1546,89,pending,113,2021-01-02 00:30:30
1547,6,delivered,107,2021-01-09 22:40:03
1548,75,pending,158,2021-01-10 21:01:59
1549,88,delivered,175,2021-01-01 20:21:43
1550,11,pending,195,2021-01-01 22:50:47
1551,72,paid,57,2021-01-05 13:39:28
1552,65,pending,63,2021-01-10 23:22:24
1553,43,paid,146,2021-01-08 00:12:11
1554,84,paid,112,2021-01-06 04:02:48
1555,85,pending,104,2021-01-07 23:45:37
1556,18,pending,102,2021-01-05 06:54:19
1557,25,paid,168,2021-01-07 15:31:30
1558,13,pending,73,2021-01-07 06:17:52
1559,4,pending,88,2021-01-03 15:16:15
1560,80,delivered,98,2021-01-10 01:39:43
1561,27,delivered,127,2021-01-08 18:11:43
1562,45,paid,165,2021-01-02 02:01:29
1563,10,paid,144,2021-01-07 07:22:24
1564,35,paid,73,2021-01-05 02:01:51
1565,8,delivered,131,2021-01-07 14:36:13
1566,75,delivered,60,2021-01-07 22:35:09
1567,18,delivered,62,2021-01-06 13:37:58
1568,37,paid,137,2021-01-07 08:43:34
1569,82,paid,108,2021-01-04 22:30:22
1570,62,pending,120,2021-01-07 20:43:05
1571,14,paid,56,2021-01-01 01:03:34
1572,88,delivered,143,2021-01-05 19:03:27
1573,80,pending,198,2021-01-10 14:06:58
1574,11,delivered,190,2021-01-03 02:16:09
1575,60,delivered,189,2021-01-09 22:16:01
1576,25,paid,88,2021-01-10 06:04:02
1577,85,paid,113,2021-01-05 05:34:41
1578,12,pending,129,2021-01-11 00:27:25
1579,71,delivered,153,2021-01-08 10:49:42
1580,66,pending,74,2021-01-03 04:41:44
1581,5,pending,168,2021-01-10 10:09:15
1582,53,delivered,87,2021-01-06 23:11:59
1583,27,pending,169,2021-01-01 03:28:42
1584,18,pending,130,2021-01-02 11:00:43
1585,63,pending,130,2021-01-04 15:12:07
1586,52,paid,93,2021-01-09 23:01:09
1587,67,paid,123,2021-01-05 17:36:14
1588,7,delivered,113,2021-01-05 22:10:13
1589,53,paid,55,2021-01-03 16:36:48
1590,92,delivered,166,2021-01-03 06:47:16
1591,83,pending,142,2021-01-10 10:06:05
1592,82,paid,96,2021-01-09 16:42:20
1593,78,paid,81,2021-01-02 18:58:49
1594,98,paid,116,2021-01-04 00:11:10
1595,44,paid,92,2021-01-07 19:14:27
1596,35,pending,182,2021-01-06 11:56:30
1597,18,pending,78,2021-01-02 05:35:31
1598,40,pending,141,2021-01-05 10:26:20
1599,23,delivered,164,2021-01-05 07:39:50
1600,95,pending,194,2021-01-02 20:40:57
1601,47,pending,171,2021-01-10 00:52:15
1602,49,pending,150,2021-01-06 01:58:28
1603,79,pending,165,2021-01-07 06:25:15
1604,98,paid,79,2021-01-10 03:20:20
1605,25,paid,60,2021-01-05 15:24:26
1606,6,pending,152,2021-01-02 13:46:45
1607,62,pending,161,2021-01-01 13:18:19
1608,63,paid,105,2021-01-10 17:12:11
1609,100,delivered,76,2021-01-01 07:37:30
1610,85,paid,110,2021-01-10 00:25:49
1611,77,delivered,169,2021-01-08 01:16:54
1612,77,pending,129,2021-01-01 10:25:59
1613,75,delivered,170,2021-01-07 08:47:05
1614,27,delivered,86,2021-01-09 17:37:39
1615,25,pending,170,2021-01-09 07:15:39
1616,74,delivered,157,2021-01-06 12:55:32
1617,72,paid,97,2021-01-10 07:38:42
1618,11,pending,97,2021-01-10 07:23:11
1619,77,paid,180,2021-01-02 11:39:29
1620,36,pending,85,2021-01-08 13:58:22
1621,50,paid,84,2021-01-06 21:21:51
1622,40,pending,127,2021-01-01 14:08:17
1623,95,delivered,146,2021-01-03 09:41:21
1624,88,paid,92,2021-01-01 05:29:39
1625,40,delivered,155,2021-01-08 20:32:53
1626,31,delivered,104,2021-01-06 00:11:58
1627,40,pending,178,2021-01-04 12:14:28
1628,2,paid,111,2021-01-02 04:12:01
1629,68,paid,83,2021-01-10 14:29:10
1630,10,paid,130,2021-01-05 12:49:27
1631,68,delivered,109,2021-01-07 17:40:39
1632,15,paid,193,2021-01-01 17:44:45
1633,89,delivered,196,2021-01-02 14:25:00
1634,80,delivered,113,2021-01-02 16:28:54
1635,9,pending,170,2021-01-02 12:13:11
1636,5,pending,105,2021-01-10 05:14:05
1637,57,pending,84,2021-01-07 23:20:24
1638,68,pending,130,2021-01-07 05:27:40
1639,22,paid,178,2021-01-09 05:54:29
1640,66,paid,55,2021-01-07 11:24:41
1641,7,paid,191,2021-01-03 14:27:10
1642,9,paid,132,2021-01-08 01:19:15
1643,59,delivered,112,2021-01-06 00:51:01
1644,63,delivered,148,2021-01-08 10:41:35
1645,67,paid,178,2021-01-10 10:43:21
1646,44,pending,121,2021-01-08 09:13:27
1647,32,delivered,101,2021-01-07 15:03:48
1648,89,paid,50,2021-01-02 04:37:26
1649,74,pending,131,2021-01-10 12:55:12
1650,21,pending,64,2021-01-05 18:39:11
1651,24,delivered,52,2021-01-03 15:05:56
1652,46,delivered,174,2021-01-10 18:15:26
1653,66,delivered,100,2021-01-07 01:53:27
1654,93,delivered,86,2021-01-10 23:53:21
1655,36,pending,121,2021-01-02 11:06:27
1656,39,delivered,81,2021-01-05 16:29:36
1657,21,delivered,113,2021-01-01 11:40:10
1658,81,paid,141,2021-01-02 02:00:17
1659,26,delivered,168,2021-01-08 06:38:49
1660,54,pending,166,2021-01-06 00:58:43
1661,66,delivered,127,2021-01-10 00:40:58
1662,49,paid,177,2021-01-08 21:31:13
1663,59,paid,153,2021-01-05 18:08:15
1664,66,paid,126,2021-01-01 13:23:30
1665,38,pending,177,2021-01-09 00:54:05
1666,21,delivered,120,2021-01-10 13:47:54
1667,24,paid,163,2021-01-03 08:13:51
1668,58,paid,84,2021-01-06 23:55:19
1669,66,paid,133,2021-01-10 19:24:27
1670,49,paid,141,2021-01-05 14:21:38
1671,52,paid,188,2021-01-05 15:21:25
1672,81,pending,75,2021-01-10 22:53:38
1673,48,pending,97,2021-01-02 05:43:34
1674,16,pending,84,2021-01-06 15:59:12
1675,72,pending,161,2021-01-01 23:40:47
1676,86,pending,164,2021-01-01 01:19:41
1677,19,pending,88,2021-01-05 14:27:02
1678,37,paid,131,2021-01-07 05:20:26
1679,85,paid,127,2021-01-09 14:26:26
1680,91,delivered,111,2021-01-08 20:50:16
1681,55,pending,132,2021-01-03 17:44:46
1682,52,delivered,121,2021-01-10 11:07:31
1683,15,paid,112,2021-01-08 23:10:03
1684,87,paid,73,2021-01-10 15:34:09
1685,87,pending,159,2021-01-07 19:00:51
1686,23,paid,184,2021-01-10 01:54:53
1687,56,paid,59,2021-01-03 09:46:05
1688,86,delivered,149,2021-01-06 16:27:37
1689,2,pending,127,2021-01-05 16:01:31
1690,9,paid,172,2021-01-06 15:15:58
1691,73,paid,134,2021-01-02 11:44:35
1692,99,pending,71,2021-01-03 15:02:27
1693,42,paid,171,2021-01-08 09:50:11
1694,34,delivered,126,2021-01-06 02:02:41
1695,97,pending,132,2021-01-01 02:41:15
1696,23,delivered,193,2021-01-01 20:02:47
1697,69,pending,104,2021-01-05 11:40:17
1698,96,paid,105,2021-01-10 05:03:31
1699,3,delivered,173,2021-01-07 08:45:17
1700,72,pending,97,2021-01-06 21:46:56
1701,38,paid,198,2021-01-06 10:03:50
1702,65,delivered,158,2021-01-04 04:26:18
1703,69,pending,58,2021-01-09 23:26:01
1704,89,delivered,107,2021-01-04 16:13:03
1705,79,pending,137,2021-01-09 07:53:30
1706,13,pending,140,2021-01-03 18:30:39
1707,84,paid,169,2021-01-01 16:56:50
1708,63,delivered,140,2021-01-04 07:57:27
1709,76,delivered,166,2021-01-07 04:38:08
1710,38,pending,100,2021-01-08 02:01:02
1711,26,delivered,184,2021-01-09 11:55:23
1712,90,delivered,161,2021-01-03 09:24:22
1713,57,pending,151,2021-01-09 13:57:33
1714,89,pending,84,2021-01-04 16:49:40
1715,4,paid,120,2021-01-06 03:12:23
1716,78,paid,53,2021-01-02 01:50:59
1717,87,delivered,98,2021-01-02 03:19:48
1718,25,delivered,87,2021-01-01 09:06:53
1719,5,delivered,123,2021-01-08 14:56:23
1720,77,delivered,59,2021-01-08 19:22:04
1721,57,paid,69,2021-01-06 10:30:21
1722,63,delivered,145,2021-01-02 03:23:16
1723,82,pending,56,2021-01-03 04:57:12
1724,25,paid,195,2021-01-10 18:22:50
1725,17,pending,77,2021-01-04 08:32:23
1726,42,paid,78,2021-01-05 13:49:43
1727,62,delivered,176,2021-01-07 09:49:00
1728,43,paid,58,2021-01-06 19:20:56
1729,97,pending,92,2021-01-09 13:43:35
1730,5,paid,151,2021-01-03 22:21:49
1731,88,pending,185,2021-01-02 18:18:10
1732,35,pending,116,2021-01-01 22:53:42
1733,56,delivered,120,2021-01-10 02:34:00
1734,3,delivered,157,2021-01-02 17:20:52
1735,64,pending,126,2021-01-06 23:15:23
1736,9,pending,78,2021-01-03 02:35:37
1737,86,pending,167,2021-01-10 11:04:05
1738,1,pending,52,2021-01-02 21:16:49
1739,51,pending,127,2021-01-01 15:12:37
1740,98,paid,60,2021-01-05 09:14:10
1741,78,paid,141,2021-01-04 12:58:37
1742,16,paid,126,2021-01-09 18:19:53
1743,30,delivered,187,2021-01-03 04:46:41
1744,93,delivered,172,2021-01-01 06:54:42
1745,66,delivered,87,2021-01-01 04:57:49
1746,58,delivered,60,2021-01-08 04:42:35
1747,26,pending,158,2021-01-03 06:36:16
1748,28,delivered,141,2021-01-07 17:26:47
1749,79,pending,185,2021-01-01 17:19:15
1750,96,delivered,86,2021-01-03 05:28:17
1751,28,pending,130,2021-01-07 06:53:45
1752,26,pending,131,2021-01-04 07:09:04
1753,47,delivered,159,2021-01-08 08:47:39
1754,67,pending,109,2021-01-06 06:59:53
1755,14,delivered,91,2021-01-04 22:55:34
1756,12,pending,199,2021-01-04 11:51:35
1757,2,delivered,189,2021-01-08 20:22:39
1758,27,pending,154,2021-01-09 14:31:52
1759,58,delivered,178,2021-01-05 08:18:53
1760,55,pending,128,2021-01-09 19:15:39
1761,80,pending,100,2021-01-08 17:50:04
1762,94,delivered,179,2021-01-04 13:44:10
1763,43,paid,164,2021-01-04 23:47:21
1764,41,pending,56,2021-01-03 12:36:36
1765,1,pending,136,2021-01-05 04:19:41
1766,81,paid,120,2021-01-07 01:06:05
1767,48,delivered,93,2021-01-04 14:39:51
1768,7,delivered,103,2021-01-03 21:31:40
1769,85,delivered,119,2021-01-02 18:59:39
1770,17,pending,176,2021-01-08 10:42:12
1771,50,delivered,89,2021-01-03 19:13:43
1772,83,pending,131,2021-01-08 07:11:29
1773,25,delivered,160,2021-01-04 23:35:29
1774,25,pending,126,2021-01-02 14:00:16
1775,24,pending,140,2021-01-03 20:47:49
1776,49,pending,184,2021-01-09 00:17:29
1777,7,paid,115,2021-01-07 01:44:38
1778,40,delivered,54,2021-01-06 03:48:53
1779,57,pending,159,2021-01-08 13:58:40
1780,28,paid,141,2021-01-09 02:00:45
1781,64,pending,146,2021-01-07 15:05:43
1782,8,pending,182,2021-01-04 15:31:55
1783,50,pending,105,2021-01-08 08:18:43
1784,41,paid,110,2021-01-10 23:58:46
1785,37,pending,149,2021-01-06 15:25:03
1786,56,pending,79,2021-01-09 10:31:01
1787,100,paid,88,2021-01-06 19:30:48
1788,6,pending,125,2021-01-02 03:34:33
1789,100,paid,98,2021-01-02 15:31:46
1790,89,delivered,142,2021-01-04 15:12:39
1791,97,delivered,105,2021-01-02 21:04:55
1792,23,delivered,155,2021-01-07 13:28:16
1793,16,pending,76,2021-01-09 09:07:24
1794,80,pending,58,2021-01-10 03:11:45
1795,50,delivered,95,2021-01-10 13:01:10
1796,64,pending,166,2021-01-04 18:30:24
1797,59,delivered,68,2021-01-07 19:36:05
1798,26,delivered,61,2021-01-04 06:43:12
1799,20,delivered,198,2021-01-06 17:05:40
1800,4,delivered,166,2021-01-05 05:13:04
1801,7,pending,142,2021-01-06 05:11:25
1802,77,delivered,90,2021-01-02 08:16:04
1803,34,paid,86,2021-01-10 08:48:38
1804,55,delivered,98,2021-01-06 19:09:23
1805,83,delivered,119,2021-01-10 09:34:37
1806,98,paid,56,2021-01-07 08:22:45
1807,16,delivered,77,2021-01-02 00:11:09
1808,93,delivered,162,2021-01-01 23:20:45
1809,33,delivered,155,2021-01-05 02:03:55
1810,88,pending,125,2021-01-04 14:16:13
1811,63,delivered,194,2021-01-01 06:39:56
1812,33,pending,75,2021-01-01 07:14:02
1813,70,pending,120,2021-01-08 21:24:10
1814,11,paid,108,2021-01-04 22:14:34
1815,74,pending,98,2021-01-02 15:10:06
1816,31,delivered,113,2021-01-06 15:26:55
1817,56,paid,193,2021-01-04 06:18:38
1818,27,delivered,158,2021-01-02 17:32:29
1819,67,pending,177,2021-01-08 09:41:00
1820,37,paid,195,2021-01-01 13:59:34
1821,3,paid,133,2021-01-03 04:34:02
1822,84,delivered,184,2021-01-07 23:42:30
1823,12,paid,145,2021-01-03 01:11:24
1824,51,delivered,78,2021-01-05 21:24:05
1825,87,delivered,69,2021-01-06 11:32:21
1826,96,pending,182,2021-01-02 16:19:44
1827,46,pending,62,2021-01-05 19:31:03
1828,67,paid,103,2021-01-06 11:56:06
1829,29,pending,194,2021-01-09 13:59:17
1830,89,pending,188,2021-01-02 18:50:50
1831,53,delivered,173,2021-01-08 15:33:15
1832,77,delivered,163,2021-01-02 06:49:09
1833,68,delivered,66,2021-01-06 00:14:07
1834,41,paid,65,2021-01-03 21:58:22
1835,31,delivered,122,2021-01-03 09:23:17
1836,31,pending,161,2021-01-10 16:12:51
1837,27,paid,163,2021-01-08 13:29:09
1838,70,pending,162,2021-01-02 23:10:34
1839,37,delivered,162,2021-01-03 02:44:48
1840,33,pending,177,2021-01-06 23:24:41
1841,59,delivered,100,2021-01-04 03:43:27
1842,43,pending,54,2021-01-09 11:32:28
1843,37,pending,193,2021-01-09 19:09:33
1844,55,pending,92,2021-01-10 16:14:09
1845,93,pending,114,2021-01-07 01:31:35
1846,76,paid,157,2021-01-02 14:27:01
1847,16,pending,64,2021-01-09 04:46:17
1848,86,pending,137,2021-01-05 01:55:15
1849,16,pending,148,2021-01-04 15:39:11
1850,38,pending,104,2021-01-06 09:36:30
